tour_code,tour_description,year,tournament_id,player_id,course_id,permanent_tour_id,player_first_name,player_last_name,round,tournament_name,course_name,hole,hole_score,par_value,yardage,shot,shot_type,num_of_strokes,from_location_scorer,from_location_enhanced,to_location_laser,to_location_enhanced,distance,distance_to_pin,in_the_hole_flag,around_the_green_flag,first_putt_flag,distance_to_hole_after_shot,time,lie,elevation,slope,x,y,z,dist_from_center,dist_from_edge,date,club
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,1,4,4,381,1,S,1,Tee Box,,Fairway,Left Fairway,8645,13752,N,N,,5285,844,Good,With,Level,"7,123.53","12,491.92",82.407,214,199,2/12/15,driver
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,1,4,4,381,2,S,1,Fairway,Left Fairway,Green,Unmapped,5183,5285,N,N,,153,850,Good,With,Level,"7,555.37","12,486.30",89.034,117,423,2/12/15,8i
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,1,4,4,381,3,S,1,Green,Unmapped,Green,Unmapped,182,153,N,N,Y,25,855,Good,With,Level,"7,565.00","12,474.60",89.181,23,500,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,1,4,4,381,4,S,1,Green,Unmapped,,,25,25,Y,N,,0,856,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,2,4,5,502,1,S,1,Tee Box,,Primary Rough,Left Rough,10768,18468,N,N,,7844,900,Good,With,Level,"8,160.77","12,322.87",74.824,1149,480,2/12/15,driver
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,2,4,5,502,2,S,1,Primary Rough,Left Rough,Green Side Bunker,Right Front Green Side Bunker,7249,7844,N,Y,,696,909,N/A,With,Level,"8,719.82","12,094.09",74.595,217,150,2/12/15,3h
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,2,4,5,502,3,S,1,Green Side Bunker,Right Front Green Side Bunker,Green,Unmapped,790,696,N,N,,92,915,Good,With,Level,"8,784.08","12,107.37",79.481,48,497,2/12/15,lw
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,2,4,5,502,4,S,1,Green,Unmapped,,,92,92,Y,N,Y,0,917,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,3,4,4,390,1,S,1,Tee Box,,Unknown,Unmapped,10973,14292,N,N,,2964,921,Good,With,Level,"8,256.40","11,430.30",33.806,1620,1069,2/12/15,driver
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,3,4,4,390,2,S,1,Primary Rough,Unmapped,Green,Unmapped,2701,2964,N,N,,287,933,N/A,With,Level,"8,046.84","11,348.24",36.849,55,237,2/12/15,gw
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,3,4,4,390,3,S,1,Green,Unmapped,Green,Unmapped,286,287,N,N,Y,35,936,Good,With,Level,"8,028.16","11,333.47",37.222,35,496,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,3,4,4,390,4,S,1,Green,Unmapped,,,35,35,Y,N,,0,938,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,4,3,4,331,1,S,1,Tee Box,,Fairway,Left Fairway,9233,12168,N,N,,3028,940,Good,With,Level,"8,914.96","11,022.08",39.861,296,237,2/12/15,driver
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,4,3,4,331,2,S,1,Fairway,Left Fairway,Green,Unmapped,3055,3028,N,N,,23,948,Good,With,Level,"9,113.03","10,862.42",49.749,4,597,2/12/15,sw
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,4,3,4,331,3,S,1,Green,Unmapped,,,23,23,Y,N,Y,0,952,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,5,2,3,188,1,S,1,Tee Box,,Green,Unmapped,6855,6768,N,N,,74,954,Good,With,Level,"9,544.30","10,483.00",48.198,21,213,2/12/15,4i
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,5,2,3,188,2,S,1,Green,Unmapped,,,74,74,Y,N,Y,0,1003,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,6,5,5,513,1,S,1,Tee Box,,Fairway,Right Fairway,9557,18900,N,N,,9265,1006,Good,With,Level,"9,624.11","10,126.29",36.019,616,564,2/12/15,driver
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,6,5,5,513,2,S,1,Fairway,Right Fairway,Primary Rough,Left Rough,8028,9265,N,Y,,1756,1016,Good,With,Level,"9,454.16","9,480.09",69.36,434,173,2/12/15,3h
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,6,5,5,513,3,S,1,Primary Rough,Left Rough,Primary Rough,Right Rough,2026,1756,N,Y,,266,1020,N/A,With,Level,"9,302.59","9,405.77",69.087,115,383,2/12/15,sw
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,6,5,5,513,4,S,1,Primary Rough,Right Rough,Green,Unmapped,229,266,N,N,,37,1022,N/A,With,Level,"9,319.15","9,415.31",68.457,24,194,2/12/15,lw
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,6,5,5,513,5,S,1,Green,Unmapped,,,37,37,Y,N,Y,0,1025,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,7,2,3,106,1,S,1,Tee Box,,Green,Unmapped,4069,4068,N,N,,16,1027,Good,With,Level,"9,255.90","9,107.86",32.07,14,0,2/12/15,gw
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,7,2,3,106,2,S,1,Green,Unmapped,,,16,16,Y,N,Y,0,1034,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,8,4,4,418,1,S,1,Tee Box,,Fairway,Left Fairway,8333,15156,N,N,,7003,1036,Good,With,Level,"9,821.36","9,574.36",72.474,387,590,2/12/15,driver
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,8,4,4,418,2,S,1,Fairway,Left Fairway,Green,Unmapped,6806,7003,N,N,,377,1044,Good,With,Level,"10,358.11","9,757.34",61.097,329,122,2/12/15,4i
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,8,4,4,418,3,S,1,Green,Unmapped,Green,Unmapped,385,377,N,N,Y,8,1049,Good,With,Level,"10,381.89","9,735.83",61.474,8,339,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,8,4,4,418,4,S,1,Green,Unmapped,,,8,8,Y,N,,0,1049,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,9,4,4,466,1,S,1,Tee Box,,Fairway,Left Fairway,12066,17712,N,N,,5666,1053,Good,With,Level,"11,155.81","9,182.25",53.454,217,243,2/12/15,driver
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,9,4,4,466,2,S,1,Fairway,Left Fairway,Green,Unmapped,5401,5666,N,N,,278,1101,Good,With,Level,"11,410.60","8,811.36",42.341,74,454,2/12/15,7i
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,9,4,4,466,3,S,1,Green,Unmapped,Green,Unmapped,297,278,N,N,Y,17,1107,Good,With,Level,"11,429.74","8,795.68",43.201,4,736,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,9,4,4,466,4,S,1,Green,Unmapped,,,17,17,Y,N,,0,1107,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,10,3,4,446,1,S,1,Tee Box,,Fairway Bunker,Unmapped,10513,15840,N,N,,5634,1111,Good,With,Level,"11,836.76","8,363.81",53.915,935,225,2/12/15,driver
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,10,3,4,446,2,S,1,Fairway Bunker,Unmapped,Green,Unmapped,5808,5634,N,N,,169,1119,Good,With,Level,"11,870.84","7,881.27",38.96,32,340,2/12/15,6i
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,10,3,4,446,3,S,1,Green,Unmapped,,,169,169,Y,N,Y,0,1124,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,11,4,4,380,1,S,1,Tee Box,,Fairway,Left Fairway,10601,13644,N,N,,3472,1127,Good,With,Level,"12,225.16","8,719.44",99.015,926,48,2/12/15,driver
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,11,4,4,380,2,S,1,Fairway,Left Fairway,Green,Unmapped,3316,3472,N,N,,160,1135,Good,With,Level,"12,431.79","8,902.37",113.83,77,294,2/12/15,gw
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,11,4,4,380,3,S,1,Green,Unmapped,Green,Unmapped,158,160,N,N,Y,6,1138,Good,With,Level,"12,443.65","8,908.00",114.399,3,417,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,11,4,4,380,4,S,1,Green,Unmapped,,,6,6,Y,N,,0,1138,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,12,3,3,202,1,S,1,Tee Box,,Fairway,Right Fairway,6732,7488,N,Y,,805,1146,Good,With,Level,"12,035.12","9,175.45",99.988,208,89,2/12/15,3h
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,12,3,3,202,2,S,1,Fairway,Right Fairway,Green,Unmapped,728,805,N,N,,81,1151,Good,With,Level,"11,974.52","9,179.03",99.625,5,491,2/12/15,sw
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,12,3,3,202,3,S,1,Green,Unmapped,,,81,81,Y,N,Y,0,1155,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,13,4,4,399,1,S,1,Tee Box,,Primary Rough,Left Rough,10517,14256,N,N,,3867,1156,Good,With,Level,"11,110.09","9,506.24",80.546,726,213,2/12/15,driver
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,13,4,4,399,2,S,1,Primary Rough,Left Rough,Green,Unmapped,3781,3867,N,N,,101,1203,N/A,With,Level,"10,896.76","9,737.74",93.387,34,196,2/12/15,9i
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,13,4,4,399,3,S,1,Green,Unmapped,Green,Unmapped,122,101,N,N,Y,17,1207,Good,With,Level,"10,887.08","9,740.88",93.5,2,205,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,13,4,4,399,4,S,1,Green,Unmapped,,,17,17,Y,N,,0,1207,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,14,4,5,573,1,S,1,Tee Box,,Primary Rough,Left Rough,11405,20880,N,N,,10751,1211,Good,With,Level,"9,992.71","10,350.38",76.075,1620,920,2/12/15,driver
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,14,4,5,573,2,S,1,Primary Rough,Left Rough,Fairway,Right Fairway,8767,10751,N,N,,2035,1217,N/A,With,Level,"10,132.81","11,066.71",107.161,690,519,2/12/15,3h
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,14,4,5,573,3,S,1,Fairway,Right Fairway,Green,Unmapped,2122,2035,N,N,,90,1224,Good,With,Level,"10,126.35","11,243.01",119.663,18,163,2/12/15,sw
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,14,4,5,573,4,S,1,Green,Unmapped,,,90,90,Y,N,Y,0,1228,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,15,4,4,397,1,S,1,Tee Box,,Primary Rough,Left Rough,10408,14004,N,N,,3725,1238,Good,With,Level,"9,534.23","11,712.90",89.54,943,81,2/12/15,driver
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,15,4,4,397,2,S,1,Primary Rough,Left Rough,Fairway,Left Fairway,3347,3725,N,Y,,381,1245,N/A,With,Level,"9,364.09","11,933.94",87.037,47,97,2/12/15,pw
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,15,4,4,397,3,S,1,Fairway,Left Fairway,Green,Unmapped,394,381,N,N,,16,1247,Good,With,Level,"9,341.20","11,957.46",87.67,15,166,2/12/15,sw
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,15,4,4,397,4,S,1,Green,Unmapped,,,16,16,Y,N,Y,0,1249,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,16,4,4,403,1,S,1,Tee Box,,Fairway,Right Fairway,10520,14616,N,N,,4071,1254,Good,With,Level,"8,700.32","11,585.62",47.294,96,222,2/12/15,driver
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,16,4,4,403,2,S,1,Fairway,Right Fairway,Green,Unmapped,3737,4071,N,N,,420,1302,Good,With,Level,"8,403.02","11,493.41",37.953,240,0,2/12/15,pw
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,16,4,4,403,3,S,1,Green,Unmapped,Green,Unmapped,413,420,N,N,Y,16,1305,Good,With,Level,"8,385.04","11,464.06",37.351,6,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,16,4,4,403,4,S,1,Green,Unmapped,,,16,16,Y,N,,0,1306,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,17,3,3,178,1,S,1,Tee Box,,Green,Unmapped,5916,6084,N,N,,189,1313,Good,With,Level,"7,897.63","10,789.87",19.147,13,126,2/12/15,6i
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,17,3,3,178,2,S,1,Green,Unmapped,Green,Unmapped,193,189,N,N,Y,7,1319,Good,With,Level,"7,889.27","10,776.15",19.277,9,268,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,17,3,3,178,3,S,1,Green,Unmapped,,,7,7,Y,N,,0,1319,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,18,4,5,543,1,S,1,Tee Box,,Fairway,Right Fairway,11176,19188,N,N,,7832,1324,Good,With,Level,"7,178.52","11,308.77",23.494,308,421,2/12/15,driver
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,18,4,5,543,2,S,1,Fairway,Right Fairway,Green Side Bunker,Right Front Green Side Bunker,7722,7832,N,Y,,797,1336,Good,With,Level,"6,551.64","11,453.98",27.852,711,468,2/12/15,5h
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,18,4,5,543,3,S,1,Green Side Bunker,Right Front Green Side Bunker,Green,Unmapped,953,797,N,N,,164,1339,Good,With,Level,"6,521.47","11,380.56",28.144,103,377,2/12/15,lw
R,PGA TOUR,2015,150,1249,5,5,John,Daly,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,18,4,5,543,4,S,1,Green,Unmapped,,,164,164,Y,N,Y,0,1342,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,1,4,4,381,1,S,1,Tee Box,,Fairway,Right Fairway,8979,13752,N,N,,4664,834,Good,With,Level,"7,175.11","12,468.35",80.354,74,279,2/12/15,driver
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,1,4,4,381,2,S,1,Fairway,Right Fairway,Green,Unmapped,4623,4664,N,N,,84,840,Good,With,Level,"7,559.96","12,482.60",89.091,73,459,2/12/15,9i
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,1,4,4,381,3,S,1,Green,Unmapped,Green,Unmapped,101,84,N,N,Y,13,847,Good,With,Level,"7,564.06","12,475.29",89.166,14,489,2/12/15,putter
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,1,4,4,381,4,S,1,Green,Unmapped,,,13,13,Y,N,,0,848,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,2,4,5,502,1,S,1,Tee Box,,Fairway,Right Fairway,9852,18468,N,N,,8634,851,Good,With,Level,"8,064.21","12,203.67",66.835,530,211,2/12/15,driver
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,2,4,5,502,2,S,1,Fairway,Right Fairway,Green Side Bunker,Left Green Side Bunker,8335,8634,N,Y,,595,858,Good,With,Level,"8,756.61","12,149.63",78.162,507,307,2/12/15,3h
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,2,4,5,502,3,S,1,Green Side Bunker,Left Green Side Bunker,Green,Unmapped,599,595,N,N,,63,904,Good,With,Level,"8,771.93","12,102.11",79.287,33,375,2/12/15,lw
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,2,4,5,502,4,S,1,Green,Unmapped,,,63,63,Y,N,Y,0,908,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,3,4,4,390,1,S,1,Tee Box,,Fairway Bunker,Unmapped,10014,14292,N,N,,4833,911,Good,With,Level,"8,205.17","11,693.77",44.22,628,193,2/12/15,driver
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,3,4,4,390,2,S,1,Fairway Bunker,Unmapped,Green,Unmapped,4668,4833,N,N,,282,918,Good,With,Level,"8,019.34","11,352.09",37.063,246,317,2/12/15,7i
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,3,4,4,390,3,S,1,Green,Unmapped,Green,Unmapped,267,282,N,N,Y,19,923,Good,With,Level,"8,028.44","11,331.79",37.265,21,515,2/12/15,putter
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,3,4,4,390,4,S,1,Green,Unmapped,,,19,19,Y,N,,0,924,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,4,4,4,331,1,S,1,Tee Box,,Fairway,Right Fairway,7831,12168,N,N,,4340,927,Good,With,Level,"8,788.92","11,026.76",31.394,485,599,2/12/15,driver
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,4,4,4,331,2,S,1,Fairway,Right Fairway,Primary Rough,Right Rough,4499,4340,N,Y,,240,933,Good,With,Level,"9,115.87","10,844.25",50.823,168,754,2/12/15,pw
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,4,4,4,331,3,S,1,Primary Rough,Right Rough,Green,Unmapped,329,240,N,N,,85,938,N/A,With,Level,"9,109.21","10,870.81",49.544,54,512,2/12/15,lw
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,4,4,4,331,4,S,1,Green,Unmapped,,,85,85,Y,N,Y,0,942,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,5,3,3,188,1,S,1,Tee Box,,Green,Unmapped,6939,6768,N,N,,202,944,Good,With,Level,"9,558.47","10,485.87",48.609,130,120,2/12/15,4i
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,5,3,3,188,2,S,1,Green,Unmapped,Green,Unmapped,205,202,N,N,Y,7,953,Good,With,Level,"9,541.51","10,488.15",48.289,7,160,2/12/15,putter
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,5,3,3,188,3,S,1,Green,Unmapped,,,7,7,Y,N,,0,953,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,6,5,5,513,1,S,1,Tee Box,,Fairway Bunker,Unmapped,10248,18900,N,N,,8725,956,Good,With,Level,"9,707.27","10,032.36",36.479,752,95,2/12/15,driver
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,6,5,5,513,2,S,1,Fairway Bunker,Unmapped,Fairway,Left Fairway,5096,8725,N,N,,3752,1003,Good,With,Level,"9,535.38","9,645.31",68.265,583,329,2/12/15,3h
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,6,5,5,513,3,S,1,Fairway,Left Fairway,Green,Unmapped,3876,3752,N,N,,119,1007,Good,With,Level,"9,315.39","9,408.84",68.675,14,279,2/12/15,gw
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,6,5,5,513,4,S,1,Green,Unmapped,Green,Unmapped,148,119,N,N,Y,25,1013,Good,With,Level,"9,323.84","9,417.82",68.363,3,163,2/12/15,putter
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,6,5,5,513,5,S,1,Green,Unmapped,,,25,25,Y,N,,0,1015,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,7,2,3,106,1,S,1,Tee Box,,Green,Unmapped,3975,4068,N,N,,129,1018,Good,With,Level,"9,261.85","9,117.01",32.082,75,0,2/12/15,gw
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,7,2,3,106,2,S,1,Green,Unmapped,,,129,129,Y,N,Y,0,1025,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,8,4,4,418,1,S,1,Tee Box,,Fairway,Right Fairway,7743,15156,N,N,,7352,1027,Good,With,Level,"9,813.44","9,508.21",71.13,331,1143,2/12/15,driver
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,8,4,4,418,2,S,1,Fairway,Right Fairway,Green,Unmapped,7051,7352,N,N,,312,1033,Good,With,Level,"10,356.02","9,733.41",60.455,68,74,2/12/15,5h
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,8,4,4,418,3,S,1,Green,Unmapped,Green,Unmapped,349,312,N,N,Y,34,1042,Good,With,Level,"10,384.95","9,736.09",61.523,18,375,2/12/15,putter
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,8,4,4,418,4,S,1,Green,Unmapped,,,34,34,Y,N,,0,1044,Good,With,Level,0,0,0,0,0,2/12/15,putter
R,PGA TOUR,2015,150,1766,5,5,Billy,Mayfair,1,AT&T Pebble Beach National Pro-Am,Pebble Beach GL,9,4,4,466,1,S,1,Tee Box,,Fairway,Right Fairway,9792,17712,N,N,,7910,1045,Good,With,Level,"11,018.23","9,312.25",67.457,158,453,2/12/15,driver
